"InteractorA","InteractorA_type","Relation","InteractorB","InteractorB_type","DB","DB_type","PMID"
"DDX5","Gene","up-regulates","RUNX2","Gene","SIGNOR","Signalling-Networks","17960593"
"MAPK3","Gene","up-regulates","RUNX2","Gene","SIGNOR","Signalling-Networks","19801668"
"CTNNB1","Gene","up-regulates","RUNX2","Gene","SIGNOR","Signalling-Networks","22298955"
"CTNNB1","Gene","up-regulates","RUNX2","Gene","SIGNOR","Signalling-Networks","19175684"
"GGCX","Gene","up-regulates-quantity-by-expression","RUNX2","Gene","SIGNOR","Signalling-Networks","31539109"
"YAP1","Gene","down-regulates","RUNX2","Gene","SIGNOR","Signalling-Networks","14765127"
"YAP1","Gene","down-regulates","RUNX2","Gene","SIGNOR","Signalling-Networks","22153608"
"DLX5","Gene","up-regulates-quantity-by-expression","RUNX2","Gene","SIGNOR","Signalling-Networks","22298955"
"DLX5","Gene","up-regulates-quantity-by-expression","RUNX2","Gene","SIGNOR","Signalling-Networks","17335796"
"HDAC4","Gene","down-regulates-activity","RUNX2","Gene","SIGNOR","Signalling-Networks","16613856"
"HDAC4","Gene","down-regulates","RUNX2","Gene","SIGNOR","Signalling-Networks","16613856"
"HDAC4","Gene","down-regulates","RUNX2","Gene","SIGNOR","Signalling-Networks","22298955"
"HDAC4","Gene","down-regulates-activity","RUNX2","Gene","SIGNOR","Signalling-Networks","15537544"
"SMAD3","Gene","down-regulates-activity","RUNX2","Gene","SIGNOR","Signalling-Networks","11331591"
"EP300","Gene","up-regulates-quantity","RUNX2","Gene","SIGNOR","Signalling-Networks","22298955"
"EP300","Gene","up-regulates-quantity","RUNX2","Gene","SIGNOR","Signalling-Networks","20851880"
"RUNX2","Gene","up-regulates-quantity-by-expression","RUNX2","Gene","SIGNOR","Signalling-Networks","11331591"
"TWIST1","Gene","down-regulates-quantity-by-repression","RUNX2","Gene","SIGNOR","Signalling-Networks","21931630"
"MAPK11","Gene","up-regulates","RUNX2","Gene","SIGNOR","Signalling-Networks","20551513"
"MAPK14","Gene","up-regulates-activity","RUNX2","Gene","SIGNOR","Signalling-Networks","20551513"
"MKX","Gene","up-regulates-quantity-by-expression","RUNX2","Gene","SIGNOR","Signalling-Networks","33115953"
"TWIST2","Gene","down-regulates-quantity-by-repression","RUNX2","Gene","SIGNOR","Signalling-Networks","21931630"
"KAT6B","Gene","up-regulates","RUNX2","Gene","SIGNOR","Signalling-Networks","11965546"
"KAT6A","Gene","up-regulates","RUNX2","Gene","SIGNOR","Signalling-Networks","11965546"
"WWTR1","Gene","up-regulates","RUNX2","Gene","SIGNOR","Signalling-Networks","22153608"
"SMURF1","Gene","down-regulates-activity","RUNX2","Gene","SIGNOR","Signalling-Networks","12738770"
"SMURF1","Gene","down-regulates-activity","RUNX2","Gene","SIGNOR","Signalling-Networks","14701828"
"HDAC5","Gene","down-regulates","RUNX2","Gene","SIGNOR","Signalling-Networks","22298955"
"HDAC5","Gene","down-regulates","RUNX2","Gene","SIGNOR","Signalling-Networks","16613856"
"HDAC5","Gene","down-regulates-activity","RUNX2","Gene","SIGNOR","Signalling-Networks","16613856"
"GATA1","Gene","down-regulates-quantity-by-repression","CBFB","Gene","SIGNOR","Signalling-Networks","19825991"
"RNF4","Gene","up-regulates-activity","NFYC","Gene","SIGNOR","Signalling-Networks","15496512"
"CHEK2","Gene","down-regulates","RASGRF1","Gene","SIGNOR","Signalling-Networks","17110335"
"PRKCA","Gene","up-regulates","PRKG1","Gene","SIGNOR","Signalling-Networks","12609995"
"PRKG1","Gene","up-regulates","PRKG1","Gene","SIGNOR","Signalling-Networks","12080049"
"CSNK2A2","Gene","up-regulates-activity","IL16","Gene","SIGNOR","Signalling-Networks","12450396"
"MAPK3","Gene","up-regulates","IL16","Gene","SIGNOR","Signalling-Networks","14768064"
"MAPK1","Gene","up-regulates","IL16","Gene","SIGNOR","Signalling-Networks","14768064"
"CSNK2A1","Gene","up-regulates-activity","IL16","Gene","SIGNOR","Signalling-Networks","12450396"
"RAP1A","Gene","up-regulates-activity","CAMK1","Gene","SIGNOR","Signalling-Networks","21791615"
"CAMK1","Gene","up-regulates-activity","CAMK1","Gene","SIGNOR","Signalling-Networks","8253780"
"CAMKK1","Gene","up-regulates-activity","CAMK1","Gene","SIGNOR","Signalling-Networks","8253780"
"CAMKK2","Gene","up-regulates-activity","CAMK1","Gene","SIGNOR","Signalling-Networks","7641687"
"FBXL12","Gene","down-regulates-quantity","CAMK1","Gene","SIGNOR","Signalling-Networks","23707388"
"IRX1","Gene","down-regulates-quantity-by-repression","COL9A3","Gene","SIGNOR","Signalling-Networks","20440264"
"SOX9","Gene","up-regulates-quantity-by-expression","COL9A2","Gene","SIGNOR","Signalling-Networks","10980415"
"PRKACA","Gene","up-regulates","HNRNPD","Gene","SIGNOR","Signalling-Networks","11903055"
"GSK3B","Gene","down-regulates","HNRNPD","Gene","SIGNOR","Signalling-Networks","11903055"
"GSK3B","Gene","down-regulates-activity","HNRNPD","Gene","SIGNOR","Signalling-Networks","11903055"
"HIC1","Gene","down-regulates-quantity-by-repression","LRP8","Gene","SIGNOR","Signalling-Networks","24076391"
"SMAD1","Gene","up-regulates","RUNX2","Gene","SIGNOR","Signalling-Networks","22298955"
"SRC","Gene","down-regulates","DAG1","Gene","SIGNOR","Signalling-Networks","12795607"
"NRXN1","Gene","up-regulates-activity","DAG1","Gene","SIGNOR","Signalling-Networks","22626542"
"NRXN2","Gene","up-regulates-activity","DAG1","Gene","SIGNOR","Signalling-Networks","22626542"
"ANK3","Gene","up-regulates-quantity","DAG1","Gene","SIGNOR","Signalling-Networks","19109891"
"NRXN3","Gene","up-regulates-activity","DAG1","Gene","SIGNOR","Signalling-Networks","22626542"
"DPP3","Gene","down-regulates-quantity-by-destabilization","KEAP1","Gene","SIGNOR","Signalling-Networks","35278345"
"PRKCG","Gene","up-regulates","ARHGEF7","Gene","SIGNOR","Signalling-Networks","25009260"
"PRKACA","Gene","up-regulates","RASGRF1","Gene","SIGNOR","Signalling-Networks","10601308"
"MAPK1","Gene","unknown","UBAP2L","Gene","SIGNOR","Signalling-Networks","22028470"
"PRKACA","Gene","unknown","SCRIB","Gene","SIGNOR","Signalling-Networks","20622900"
"CTNNB1","Gene","up-regulates-activity","SCRIB","Gene","SIGNOR","Signalling-Networks","21255999"
"PTPN12","Gene","down-regulates","GIT2","Gene","SIGNOR","Signalling-Networks","16317044"
"ORF4b","Gene","down-regulates-activity","IKBKE","Gene","SIGNOR","Signalling-Networks","26631542"
"MAVS","Gene","up-regulates-activity","IKBKE","Gene","SIGNOR","Signalling-Networks","25636800"
"MOV10","Gene","up-regulates-activity","IKBKE","Gene","SIGNOR","Signalling-Networks","27016603"
"TBK1","Gene","up-regulates-activity","IKBKE","Gene","SIGNOR","Signalling-Networks","18353649"
"MAPK1","Gene","unknown","DOCK1","Gene","SIGNOR","Signalling-Networks","22028470"
"AUTS2","Gene","up-regulates-activity","DOCK1","Gene","SIGNOR","Signalling-Networks","25533347"
"E2F3","Gene","up-regulates-activity","TFDP1","Gene","SIGNOR","Signalling-Networks","8832394"
"E2F1","Gene","up-regulates-activity","TFDP1","Gene","SIGNOR","Signalling-Networks","8832394"
"E2F2","Gene","up-regulates-activity","TFDP1","Gene","SIGNOR","Signalling-Networks","8832394"
"ABL1","Gene","up-regulates","WRN","Gene","SIGNOR","Signalling-Networks","12944467"
"PRKDC","Gene","up-regulates","WRN","Gene","SIGNOR","Signalling-Networks","24429382"
"ATM","Gene","unknown","WRN","Gene","SIGNOR","Signalling-Networks","10608806"
"GSK3B","Gene","up-regulates","CRMP1","Gene","SIGNOR","Signalling-Networks","16611631"
"CDK5","Gene","up-regulates","CRMP1","Gene","SIGNOR","Signalling-Networks","18003833"
"MAPK8IP2","Gene","up-regulates","MAP2K7","Gene","SIGNOR","Signalling-Networks","10490659"
"SEPTIN12","Gene","down-regulates","SEPTIN6","Gene","SIGNOR","Signalling-Networks","18047794"
"CDK5","Gene","up-regulates","CRMP1","Gene","SIGNOR","Signalling-Networks","16611631"
"GSK3B","Gene","up-regulates-activity","DPYSL3","Gene","SIGNOR","Signalling-Networks","16611631"
"GSK3B","Gene","down-regulates-activity","DPYSL3","Gene","SIGNOR","Signalling-Networks","16611631"
"CDK5","Gene","up-regulates-activity","DPYSL3","Gene","SIGNOR","Signalling-Networks","16611631"
"DYRK2","Gene","up-regulates-activity","DPYSL3","Gene","SIGNOR","Signalling-Networks","16611631"
"CLIP1","Gene","up-regulates-activity","DCTN1","Gene","SIGNOR","Signalling-Networks","15381688"
"PLK1","Gene","up-regulates","DCTN1","Gene","SIGNOR","Signalling-Networks","20679239"
"PAFAH1B1","Gene","up-regulates-activity","DYNC1H1","Gene","SIGNOR","Signalling-Networks","11163259"
"INTS4","Gene","up-regulates-quantity","DYNC1H1","Gene","SIGNOR","Signalling-Networks","23904267"
"CDK2","Gene","up-regulates","NPAT","Gene","SIGNOR","Signalling-Networks","10995387"
"RB1","Gene","down-regulates","E2F2","Gene","SIGNOR","Signalling-Networks","22569856"
"GSK3B","Gene","down-regulates","EIF2B1","Gene","SIGNOR","Signalling-Networks","21798082"
"FGFR1","Gene","down-regulates","CTTN","Gene","SIGNOR","Signalling-Networks","12601080"
"SRC","Gene","down-regulates","CTTN","Gene","SIGNOR","Signalling-Networks","12601080"
"SRC","Gene","down-regulates-activity","CTTN","Gene","SIGNOR","Signalling-Networks","15169891"
"PTPN1","Gene","up-regulates-activity","CTTN","Gene","SIGNOR","Signalling-Networks","18387954"
"PTPRG","Gene","down-regulates-activity","CTTN","Gene","SIGNOR","Signalling-Networks","25624455"
"MAPK3","Gene","up-regulates","CTTN","Gene","SIGNOR","Signalling-Networks","21079800"
"MAPK3","Gene","up-regulates","CTTN","Gene","SIGNOR","Signalling-Networks","20444238"
"MAPK1","Gene","up-regulates","CTTN","Gene","SIGNOR","Signalling-Networks","21079800"
"MAPK1","Gene","up-regulates","CTTN","Gene","SIGNOR","Signalling-Networks","20444238"
"PRKCD","Gene","up-regulates-activity","CTTN","Gene","SIGNOR","Signalling-Networks","26490115"
"PAK1","Gene","up-regulates","CTTN","Gene","SIGNOR","Signalling-Networks","20444238"
"PAK1","Gene","up-regulates","CTTN","Gene","SIGNOR","Signalling-Networks","21079800"
"DIP2A","Gene","up-regulates-activity","CTTN","Gene","SIGNOR","Signalling-Networks","31600191"
"PRKD1","Gene","down-regulates","CTTN","Gene","SIGNOR","Signalling-Networks","20363754"
"PRKD1","Gene","down-regulates","CTTN","Gene","SIGNOR","Signalling-Networks","19038333"
"BAK1","Gene","up-regulates","ENDOG","Gene","SIGNOR","Signalling-Networks","12941691"
"SRC","Gene","up-regulates","PTK2B","Gene","SIGNOR","Signalling-Networks","15695828"
"PTPN6","Gene","down-regulates","PTK2B","Gene","SIGNOR","Signalling-Networks","10521452"
"PTPN12","Gene","down-regulates-activity","PTK2B","Gene","SIGNOR","Signalling-Networks","11337490"
"PTK2B","Gene","up-regulates","PTK2B","Gene","SIGNOR","Signalling-Networks","15105428"
"PRKCA","Gene","up-regulates-quantity-by-stabilization","FLNC","Gene","SIGNOR","Signalling-Networks","32444788"
"FILIP1L","Gene","down-regulates-quantity-by-destabilization","FLNC","Gene","SIGNOR","Signalling-Networks","32444788"
"FBLIM1","Gene","up-regulates-activity","FLNC","Gene","SIGNOR","Signalling-Networks","24165133"
"RHEB","Gene","down-regulates-activity","FKBP8","Gene","SIGNOR","Signalling-Networks","19222999"
"RHEB","Gene","down-regulates","FKBP8","Gene","SIGNOR","Signalling-Networks","17991864"
"WNT10B","Gene","up-regulates","FZD2","Gene","SIGNOR","Signalling-Networks","12055200"
"WNT5A","Gene","down-regulates","FZD2","Gene","SIGNOR","Signalling-Networks","19910923"
"WNT5A","Gene","down-regulates","FZD2","Gene","SIGNOR","Signalling-Networks","2808370"
"WNT5A","Gene","up-regulates-activity","FZD2","Gene","SIGNOR","Signalling-Networks","19008118"
"WNT3A","Gene","up-regulates","FZD2","Gene","SIGNOR","Signalling-Networks","19910923"
"RNF43","Gene","up-regulates","FZD2","Gene","SIGNOR","Signalling-Networks","23151663"
"ZNRF3","Gene","down-regulates-quantity-by-destabilization","FZD2","Gene","SIGNOR","Signalling-Networks","22575959"
"ZNRF3","Gene","down-regulates","FZD2","Gene","SIGNOR","Signalling-Networks","23151663"
"P2RY10","Gene","up-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","31160049"
"FFAR2","Gene","up-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","31160049"
"GALR2","Gene","up-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","31160049"
"HCRTR2","Gene","up-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","31160049"
"S1PR2","Gene","up-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","31160049"
"S1PR2","Gene","up-regulates","GNA13","Gene","SIGNOR","Signalling-Networks","22863277"
"PRKACA","Gene","down-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","12399457"
"CNR1","Gene","up-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","31160049"
"TBXA2R","Gene","up-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","31160049"
"EDNRA","Gene","up-regulates","GNA13","Gene","SIGNOR","Signalling-Networks","10199825"
"F2R","Gene","up-regulates","GNA13","Gene","SIGNOR","Signalling-Networks","22318735"
"NMBR","Gene","up-regulates","GNA13","Gene","SIGNOR","Signalling-Networks","11313903"
"TACR3","Gene","up-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","31160049"
"BDKRB2","Gene","up-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","31160049"
"ADRA1A","Gene","up-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","31160049"
"P2RY2","Gene","up-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","31160049"
"LPAR6","Gene","up-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","31160049"
"P2RY1","Gene","up-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","31160049"
"PRLHR","Gene","up-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","31160049"
"HTR6","Gene","up-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","31160049"
"P2RY4","Gene","up-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","31160049"
"P2RY6","Gene","up-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","31160049"
"LPAR1","Gene","up-regulates","GNA13","Gene","SIGNOR","Signalling-Networks","15856019"
"LPAR1","Gene","up-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","31160049"
"F2RL3","Gene","up-regulates","GNA13","Gene","SIGNOR","Signalling-Networks","22318735"
"P2RY13","Gene","up-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","31160049"
"GPR174","Gene","up-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","31160049"
"LPAR5","Gene","up-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","31160049"
"LPAR2","Gene","up-regulates","GNA13","Gene","SIGNOR","Signalling-Networks","15856019"
"GPR35","Gene","up-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","31160049"
"FZD3","Gene","up-regulates","GNA13","Gene","SIGNOR","Signalling-Networks","14977528"
"LPAR3","Gene","up-regulates","GNA13","Gene","SIGNOR","Signalling-Networks","22863277"
"LPAR3","Gene","up-regulates","GNA13","Gene","SIGNOR","Signalling-Networks","15856019"
"F2R","Gene","up-regulates","GNA13","Gene","SIGNOR","Signalling-Networks","22972936"
"GPR55","Gene","up-regulates-activity","GNA13","Gene","SIGNOR","Signalling-Networks","31160049"
"MECP2","Gene","up-regulates-quantity-by-expression","GAMT","Gene","SIGNOR","Signalling-Networks","18511691"
"GGCX","Gene","up-regulates-activity","GAS6","Gene","SIGNOR","Signalling-Networks","31226734"
"PRKACA","Gene","unknown","PDE3A","Gene","SIGNOR","Signalling-Networks","16153182"
"GSK3A","Gene","down-regulates-activity","GRB14","Gene","SIGNOR","Signalling-Networks","28130417"
"GSK3B","Gene","down-regulates-activity","GRB14","Gene","SIGNOR","Signalling-Networks","28130417"
"INSR","Gene","up-regulates","GRB7","Gene","SIGNOR","Signalling-Networks","10803466"
"RET","Gene","up-regulates","GRB7","Gene","SIGNOR","Signalling-Networks","8631863"
"KIT","Gene","up-regulates-activity","GRB7","Gene","SIGNOR","Signalling-Networks","10377264"
"CHEK2","Gene","up-regulates-activity","BECN1","Gene","SIGNOR","Signalling-Networks","32187724"
"BCL2","Gene","down-regulates","BECN1","Gene","SIGNOR","Signalling-Networks","17643073"
"BCL2","Gene","down-regulates","BECN1","Gene","SIGNOR","Signalling-Networks","18570871"
"BCL2","Gene","down-regulates","BECN1","Gene","SIGNOR","Signalling-Networks","17446862"
"DAPK1","Gene","up-regulates","BECN1","Gene","SIGNOR","Signalling-Networks","19395874"
"DAPK1","Gene","up-regulates","BECN1","Gene","SIGNOR","Signalling-Networks","19180116"
"BCL2L1","Gene","down-regulates","BECN1","Gene","SIGNOR","Signalling-Networks","17446862"
"USP10","Gene","up-regulates-quantity-by-stabilization","BECN1","Gene","SIGNOR","Signalling-Networks","21962518"
"STYK1","Gene","up-regulates-activity","BECN1","Gene","SIGNOR","Signalling-Networks","31696776"
"PIK3C3","Gene","up-regulates-activity","BECN1","Gene","SIGNOR","Signalling-Networks","19270693"
"USP13","Gene","up-regulates-quantity-by-stabilization","BECN1","Gene","SIGNOR","Signalling-Networks","21962518"
"AMBRA1","Gene","up-regulates-activity","BECN1","Gene","SIGNOR","Signalling-Networks","17589504"
"AMBRA1","Gene","up-regulates-activity","BECN1","Gene","SIGNOR","Signalling-Networks","20921139"
"ADNP","Gene","up-regulates-quantity-by-expression","BECN1","Gene","SIGNOR","Signalling-Networks","24365867"
"SIRT5","Gene","up-regulates-quantity-by-expression","BECN1","Gene","SIGNOR","Signalling-Networks","31608237"
"UVRAG","Gene","up-regulates-activity","BECN1","Gene","SIGNOR","Signalling-Networks","17106237"
"UVRAG","Gene","up-regulates-activity","BECN1","Gene","SIGNOR","Signalling-Networks","21311563"
"SH3GLB1","Gene","up-regulates","BECN1","Gene","SIGNOR","Signalling-Networks","21311563"
"IKBKB","Gene","up-regulates-quantity-by-expression","HES1","Gene","SIGNOR","Signalling-Networks","22056382"
"TNF","Gene","up-regulates-quantity-by-expression","HES1","Gene","SIGNOR","Signalling-Networks","22190977"
"PRKCA","Gene","down-regulates-activity","HES1","Gene","SIGNOR","Signalling-Networks","9389649"
"CCNC","Gene","up-regulates-quantity-by-expression","HES1","Gene","SIGNOR","Signalling-Networks","15546612"
"NOTCH1","Gene","up-regulates-quantity-by-expression","HES1","Gene","SIGNOR","Signalling-Networks","19165418"
"CDK8","Gene","up-regulates-quantity-by-expression","HES1","Gene","SIGNOR","Signalling-Networks","15546612"
"CDK9","Gene","up-regulates-quantity-by-expression","HES1","Gene","SIGNOR","Signalling-Networks","15546612"
"NHLH2","Gene","down-regulates-quantity-by-repression","HES1","Gene","SIGNOR","Signalling-Networks","21573214"
"RBPJ","Gene","up-regulates-quantity","HES1","Gene","SIGNOR","Signalling-Networks","10066785"
"RBPJ","Gene","up-regulates-quantity-by-expression","HES1","Gene","SIGNOR","Signalling-Networks","10520600"
"HDAC1","Gene","down-regulates-quantity","HES1","Gene","SIGNOR","Signalling-Networks","18762022"
